country_code,Country,year,indicator_name,series,value
CHN,China,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.9
CHN,China,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.87
CHN,China,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.4
CHN,China,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.25
CHN,China,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.48
CHN,China,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.07
CHN,China,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.87
CHN,China,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.47
CHN,China,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.97
CHN,China,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.94
CHN,China,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.3
CHN,China,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.65
CHN,China,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,6.97
CHN,China,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.99
CHN,China,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.6
CHN,China,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.74
CHN,China,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.58
CHN,China,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.52
CHN,China,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.29
CHN,China,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.54
CHN,China,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.89
CHN,China,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.83
CHN,China,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.27
CHN,China,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.39
CHN,China,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.29
CHN,China,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.53
CHN,China,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.31
CHN,China,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.47
CHN,China,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
CHN,China,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.31
CHN,China,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.86
CHN,China,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.18
CZE,Czechia,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.54
CZE,Czechia,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.46
CZE,Czechia,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.33
CZE,Czechia,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.3
CZE,Czechia,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
CZE,Czechia,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.24
CZE,Czechia,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.99
CZE,Czechia,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.72
CZE,Czechia,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
CZE,Czechia,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.85
CZE,Czechia,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
CZE,Czechia,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.13
CZE,Czechia,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.0
CZE,Czechia,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.59
CZE,Czechia,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.84
CZE,Czechia,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.46
CZE,Czechia,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.95
CZE,Czechia,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.49
CZE,Czechia,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.07
CZE,Czechia,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.03
CZE,Czechia,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.09
CZE,Czechia,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.02
CZE,Czechia,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.29
CZE,Czechia,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.09
CZE,Czechia,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.27
CZE,Czechia,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.96
CZE,Czechia,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.11
CZE,Czechia,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.83
CZE,Czechia,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
CZE,Czechia,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.84
CZE,Czechia,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.8
CZE,Czechia,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.48
CZE,Czechia,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.85
CZE,Czechia,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.39
CZE,Czechia,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.68
CZE,Czechia,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.33
DZA,Algeria,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.66
DZA,Algeria,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.23
DZA,Algeria,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.93
DZA,Algeria,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.93
DZA,Algeria,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.47
DZA,Algeria,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.63
DZA,Algeria,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.37
DZA,Algeria,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.2
DZA,Algeria,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.93
DZA,Algeria,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.36
DZA,Algeria,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.52
DZA,Algeria,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.35
DZA,Algeria,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.02
DZA,Algeria,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.27
DZA,Algeria,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.6
DZA,Algeria,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.85
DZA,Algeria,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.69
DZA,Algeria,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.38
DZA,Algeria,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.57
DZA,Algeria,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.98
DZA,Algeria,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.59
DZA,Algeria,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.99
DZA,Algeria,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.75
DZA,Algeria,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.16
DZA,Algeria,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.75
DZA,Algeria,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.29
DZA,Algeria,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.06
DZA,Algeria,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.25
EGY,"Egypt, Arab Rep.",2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.01
EGY,"Egypt, Arab Rep.",2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.76
EGY,"Egypt, Arab Rep.",2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.05
EGY,"Egypt, Arab Rep.",2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.05
EGY,"Egypt, Arab Rep.",2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.92
EGY,"Egypt, Arab Rep.",2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.92
EGY,"Egypt, Arab Rep.",2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.85
EGY,"Egypt, Arab Rep.",2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.02
EGY,"Egypt, Arab Rep.",2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.0
EGY,"Egypt, Arab Rep.",2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.26
EGY,"Egypt, Arab Rep.",2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.76
EGY,"Egypt, Arab Rep.",2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.71
EGY,"Egypt, Arab Rep.",2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.69
EGY,"Egypt, Arab Rep.",2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.71
EGY,"Egypt, Arab Rep.",2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.82
EGY,"Egypt, Arab Rep.",2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.47
EGY,"Egypt, Arab Rep.",2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.1
EGY,"Egypt, Arab Rep.",2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.55
EGY,"Egypt, Arab Rep.",2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.61
EGY,"Egypt, Arab Rep.",2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.43
EGY,"Egypt, Arab Rep.",2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.51
EGY,"Egypt, Arab Rep.",2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.08
EGY,"Egypt, Arab Rep.",2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.47
EGY,"Egypt, Arab Rep.",2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.63
EGY,"Egypt, Arab Rep.",2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.92
EGY,"Egypt, Arab Rep.",2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.41
EGY,"Egypt, Arab Rep.",2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.96
EGY,"Egypt, Arab Rep.",2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.19
EGY,"Egypt, Arab Rep.",2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,17.88
EGY,"Egypt, Arab Rep.",2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.43
ETH,Ethiopia,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.03
ETH,Ethiopia,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.03
ETH,Ethiopia,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.09
ETH,Ethiopia,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.05
ETH,Ethiopia,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.38
ETH,Ethiopia,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.36
ETH,Ethiopia,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.27
ETH,Ethiopia,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.24
ETH,Ethiopia,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.51
ETH,Ethiopia,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.48
ETH,Ethiopia,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.98
ETH,Ethiopia,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.96
ETH,Ethiopia,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.16
ETH,Ethiopia,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.14
ETH,Ethiopia,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.16
ETH,Ethiopia,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.13
ETH,Ethiopia,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.74
ETH,Ethiopia,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.66
GRC,Greece,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.54
GRC,Greece,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.46
GRC,Greece,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.33
GRC,Greece,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.3
GRC,Greece,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
GRC,Greece,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.24
GRC,Greece,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.99
GRC,Greece,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.72
GRC,Greece,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
GRC,Greece,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.85
GRC,Greece,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
GRC,Greece,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.13
GRC,Greece,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.0
GRC,Greece,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.59
GRC,Greece,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.84
GRC,Greece,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.46
GRC,Greece,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.95
GRC,Greece,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.49
GRC,Greece,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.07
GRC,Greece,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.03
GRC,Greece,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.09
GRC,Greece,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.02
GRC,Greece,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.29
GRC,Greece,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.09
GRC,Greece,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.27
GRC,Greece,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.96
GRC,Greece,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.11
GRC,Greece,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.83
GRC,Greece,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
GRC,Greece,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.84
GRC,Greece,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.8
GRC,Greece,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.48
GRC,Greece,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.85
GRC,Greece,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.39
GRC,Greece,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.68
GRC,Greece,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.33
HUN,Hungary,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.54
HUN,Hungary,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.46
HUN,Hungary,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.33
HUN,Hungary,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.3
HUN,Hungary,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
HUN,Hungary,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.24
HUN,Hungary,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.99
HUN,Hungary,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.72
HUN,Hungary,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
HUN,Hungary,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.85
HUN,Hungary,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
HUN,Hungary,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.13
HUN,Hungary,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.0
HUN,Hungary,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.59
HUN,Hungary,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.84
HUN,Hungary,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.46
HUN,Hungary,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.95
HUN,Hungary,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.49
HUN,Hungary,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.07
HUN,Hungary,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.03
HUN,Hungary,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.09
HUN,Hungary,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.02
HUN,Hungary,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.29
HUN,Hungary,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.09
HUN,Hungary,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.27
HUN,Hungary,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.96
HUN,Hungary,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.11
HUN,Hungary,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.83
HUN,Hungary,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.08
HUN,Hungary,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.84
HUN,Hungary,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.8
HUN,Hungary,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.48
HUN,Hungary,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.85
HUN,Hungary,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.39
HUN,Hungary,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.68
HUN,Hungary,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.33
IDN,Indonesia,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.38
IDN,Indonesia,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.97
IDN,Indonesia,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.85
IDN,Indonesia,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.53
IDN,Indonesia,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.87
IDN,Indonesia,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.9
IDN,Indonesia,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.38
IDN,Indonesia,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.38
IDN,Indonesia,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.55
IDN,Indonesia,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.71
IDN,Indonesia,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.74
IDN,Indonesia,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.56
IDN,Indonesia,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.79
IDN,Indonesia,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.62
IDN,Indonesia,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.83
IDN,Indonesia,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.54
IDN,Indonesia,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.66
IDN,Indonesia,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.37
IDN,Indonesia,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.4
IDN,Indonesia,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.64
IDN,Indonesia,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.67
IDN,Indonesia,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.06
IDN,Indonesia,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.89
IDN,Indonesia,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.0
IDN,Indonesia,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,6.14
IDN,Indonesia,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.0
